編號,基金會名稱,郵遞區號,住址,董事長,目的,許可日期,文號,原始設立基金,目前基金總額,連絡電話,聯絡人,FAX,郵遞區號,聯絡地址,備註
534,財團法人婦女政策推動發展文教基金會,104,臺北市中山區八德路2段232號2樓,陳玉梅,以研究婦女議題、推展婦女工作.、結合婦女智慧與力量，共同為建立新文化、新社會而努力為宗旨。,1996-12-28,臺(85)社(四)85526436號,10000000,10000000,(02)8772-8548,謝淑珠,(02)87728544,104,臺北市中山區八德路2段232號2樓,
535,財團法人慈化文教基金會,237,新北市三峽區竹崙里紫微南路9號,周顏月招,弘揚中華文化，促進中西文化會通維護古道綱氅倫理，擴大社社會教育功能，獎助在校學生敦品勵學。,1997-05-02,臺(86)社(四)86047300號,10000000,10000000,(02)2668-2333#2108,楊寶珠,(02)2672-6404,237,新北市三峽區竹崙里紫微南路9號,
536,財團法人研華文教基金會,114,臺北市內湖區瑞光路26巷20弄1號,劉克振,以宣揚人性光明面為宗旨。,1997-04-28,臺(86)社(四)86044976號,10000000,230694479,(02)2792-7818#7399,郭進傑,(02)2794-7306,114,臺北市內湖區瑞光路26巷20弄1號,
537,財團法人歐洲文教交流基金會,106,新竹市光明里25鄰大學路82號19樓之3,劉定一,促進我國與歐洲各國間之學術、文化與教育之交流。,1997-02-13,臺(86)社(四)86014496號,10000000,10000000,0227089973分機,陳南鳴,(03)579-7607,0,臺北市大安區和平東路二段76巷17弄11號,
538,財團法人台灣飛利浦品質文教基金會,115,臺北市南港區園區街3-1號2樓,許祿寶,以協助中華民國管理科學及工業技術之發展，推展國內外相關學術、文化及管理實務經驗之交流，促進學校教育及社會教育與企業管理實務之結合，進而提昇國家競爭力並促進國家進步為宗旨。,1997-02-20,臺(86)社(四)86017906號,10000000,13077958,(02)8170-9663,羅秀華,(07)361-2164,115,臺北市南港區園區街3-1號2樓,
539,財團法人金鼎文教基金會,106,臺北市大安區敦化南路2段98號17樓,張平沼,推廣公益，培育、獎勵財經金融專才，出版財經金融專業刊，促進文化交流，提昇財經金融專業品質，回饋社會為宗旨。,1997-04-23,臺(86)社(四)86044477號,10000000,18000000,(02)2701-2671#302,王麗萍,(02)2701-2595,106,臺北市大安區敦化南路2段98號17樓,
540,財團法人科技輔具文教基金會,106,臺北市大安區仁愛路3段18-1號4樓,楊國屏,提供身心障礙人士醫療復健服務及就業生活所需之技能及輔具軟硬體設備為宗旨。,1997-07-05,臺(86)社(四)86077342號,10000000,10000000,(02)2704-7620#20,李錦容,(02)2703-5359,106,臺北市大安區仁愛路3段18-1號4樓,
542,財團法人譚氏文教基金會,106,臺北市大安區羅斯福路2段93號23樓之3,譚璧輝,以致力推動環保育、醫學、藥學教育、藝術教育；與學者專家共同協同身心殘障人士之教育、山地青少年課業輔導、心理輔導等工作。,1997-06-12,臺(86)社(四)86063974號,10000000,20000000,(02)2363-0450#101,譚璧輝,(02)2362-5331,106,臺北市大安區羅斯福路2段93號23樓之3,
543,財團法人郭魯網文教基金會,710,臺南市永康區鹽洲2街160巷3號3樓之3,郭瑞西,一.學術研究之獎勵。二.優秀青年子弟之獎助。三.其他有關文化事業之獎助。四.教育性公益活動服務及經費補助。,1997-07-07,臺(86)社(四)86078489號,10000000,10000000,(06)243-2375,丁三妹,(06)243-2383,710,臺南市永康區鹽洲2街133巷8號,
544,財團法人秋圃文教基金會,106,臺北市大安區敦化南路1段160巷10號3樓,賴秋貴,以宏揚、獎助文教公益事業為宗旨。,1997-01-22,臺(86)社(四)86005960號,10000000,10000000,(02)2771-9586,江秀珍,(02)2775-5509,106,臺北市大安區敦化南路1段160巷10號3樓,
545,財團法人水清基礎科學發展文教基金會,104,臺北市中正區中山北路2段44巷27號5樓,李世昌,促進基礎科學研究之發展。,1997-08-11,臺(86)社(四)86093028號,10000000,10000000,(02)2789-6706,李世昌,(02)2521-6930,104,臺北市中正區中山北路2段44巷27號5樓,
547,財團法人新興民族文教基金會,100,臺北市中正區北平東路16號8樓,許信良,以發揚新興民族文化精神為宗旨。,1997-08-13,臺(86)社(四)86094240號,10000000,10000000,(02)2356-3665#107,蔡曉菁,(02)33222705,104,臺北市中山區復興北路170號2樓,
548,財團法人陳肇隆學術基金會,802,高雄市苓雅區福安路35巷6號12樓之1,陳肇隆,推展學術研究，促進醫學發展及從事文教公益。,1997-08-09,臺(86)社(四)86093018號,10000000,441327045,(07)733-8851,本多美惠,(07)731-6615,833,高雄市鳥松區東山路1之36號,
550,財團法人中興法學文教基金會,231,新北市新店區北新路2段29巷3弄6號2樓,張自強,以弘揚法治為宗旨。,1997-08-09,臺(86)社(四)86092985號,10000000,15000000,0972-236-988,盧慶南,,231,新北市新店區北新路2段29巷3弄6號2樓,
551,財團法人新台灣發展文教基金會,100,臺北市中正區青島東路9號6樓之1,尤清,以新台灣未來之發展，辦理綜合規劃之研究、教育及出版，促進社會大眾對台灣未來發展之關心，瞭解與共事為宗旨。,1994-06-15,北府三206102號,10000000,10000000,(02)2394-3606,劉邁方,,100,臺北市中正區青島東路9號6樓之1,
552,財團法人台灣新世紀文教基金會,105,臺北市松山區南京東路4段186號12樓之3,陳隆志,以從事國內、外文教政策與教育活動之研究推展，促進國家建設發展為目的。,1997-09-23,臺(86)社(四)86110209號,10000000,10000000,(02)2570-8311,黃英玟,(02)2578-9673,105,臺北市松山區南京東路4段186號12樓之3,
553,財團法人社會再生文教基金會,106,臺北市大安區敦化南路2段46號20樓,鄒興華,以全面推動社會完善化發展為宗旨。,1997-08-12,臺86社四86093258,10000000,10000000,(02)2705-8109,李婕,,106,臺北市大安區敦化南路2段46號20樓,
554,財團法人神腦科技文教基金會,231,新北市新店區中正路531號2樓,劉永明,以培育科技人材，致力加速科技發展為宗旨。,1997-09-24,臺(86)社(四)86110210號,10000000,10000000,(02)2218-3588#1561,尹怡君,(02)2218-8303,231,新北市新店區中正路531號2樓,
557,財團法人周大觀文教基金會,231,新北市新店區明德路52號3樓,郭盈蘭,以辦理公益性之有關文教活動服務研究為宗旨.,1997-10-26,臺(86)社(四)86123394號,10000000,5483783,(02)2917-8770,孫心怡,(02)2917-8768,231,新北市新店區明德路52號3樓,
558,財團法人群生文教基金會,234,新北市永和區秀朗路1段201號,張慧生,以協助學校改善環境、發展校務、促進學生敦品勵學為宗旨。,1994-08-20,北府教三288500號,10000000,16000000,(02)2922-4569,梁復興,(02)2923-0186,234,新北市永和區秀朗路1段201號,
559,財團法人遠雄文教基金會,110,臺北市信義區松高路1號22樓,趙藤雄,以宏揚博愛精神，發揚倫理道德、提倡學術交流，關心社會動態，促進社會和諧與健康暨獎助及提攜清寒、優秀學子為宗旨。,1997-11-11,臺(86)社(四)86131586號,10000000,140000000,(02)2723-9999#1709,林玉芬,(02)2729-6699,110,臺北市信義區松高路1號22樓,
560,財團法人南屏研修院文教基金會,551,南投縣名間鄉仁和村坑內巷41號,林清山,社區總體造為基礎，推廣人文教育，啟發道德關念，闡揚孔孟思想，發揚傳統文化與宗教教育為宗旨，建立終身學習社會、推動心靈改革為目標。,1997-11-20,臺(86)社(四)86135546號,10000000,28412176,(049)273-1330,楊寶玉,(049)2730-008,551,南投縣名間鄉仁和村坑內巷41號,
561,財團法人印順文教基金會,302,新竹縣竹北市縣政9路28巷7號,葉德生,提倡佛教學術研究，宏揚固有文化，淨化社會人心，實踐慈悲精神。,1997-08-11,臺(86)社(四)86093093號,12210360,46000000,(03)555-1830,林瓊珠,(03)553-7841,302,新竹縣竹北市縣政9路28巷7號,
562,財團法人義昌文教基金會,700,臺南市中區裕農路870號,許澤山,以推廣教育及文化保存為宗旨。,1997-12-01,臺(86)社(四)86140041號,10000000,10000000,(06)331-6111,許志峰,(06)224-3468,700,臺南市中區裕農路870號,
563,財團法人牽成永續發展文教基金會,106,臺北市大安區信義路2段230號10樓之2,張隆盛,推動環境資源之永續利用之文教工作為目的。,1997-11-21,臺(86)社(四)86138339號,10000000,10000000,(02)2394-0674,魏麗莉,(02)2391-1635,106,臺北市大安區信義路2段230號10樓之2,
564,財團法人日勝文教基金會,106,臺北市大安區忠孝東路4段270號5樓之2,林榮顯,推動總體營造的社會品質觀，旨在對社區總體營造有教育貢獻之團體均能得到鼓勵，藉此鼓舞營建業及社會上良善之風氣，以發揚企業服務社會，貢獻社會之理念。,1997-11-20,臺(86)社(四)86135355號,10000000,82029750,(02)2772-9988,林莉雯,(02)2741-1296,106,臺北市大安區忠孝東路4段270號5樓之2,
565,財團法人惟生醫學文教基金會,106,臺北市大安區仁愛路4段325號12樓之3,林鶴雄,以鼓勵優秀醫學人員研究發展尖端醫學，增進國際醫學交流，提高我國醫學學術水準為宗旨。,1997-11-18,臺(86)社(四)86135209號,10000000,11500000,(02)2395-1919,歐淑媛,(02)2395-3147,100,臺北市中正區鎮江街7號6樓之1,
566,財團法人林維吾文教基金會,104,台北市衡陽路51號6樓之9,林明憲,以推展文化教育為宗旨。,1997-12-30,臺(86)社(四)86152627號,30000000,30000000,(02)27038498,林明憲,902)2752-2031,104,台北市衡陽路51號6樓之9,
567,財團法人國策研究院文教基金會,100,臺北市中正區中山南路11號7樓,田弘茂,以推動學術暨政策研究及其相關活動為宗旨。,1997-12-20,臺(86)社(四)86150773號,195000000,210000000,(02)2357-9687,張斐淳,(02)2396-6787,100,臺北市中正區中山南路11號7樓,
570,財團法人李連教育基金會,231,新北市新店區北新路1段89號4樓,黃昆輝,以協助青年發展，培養優秀人才為宗旨。,1996-12-24,臺(85)社(四)85525660號,170000000,170000000,(02)2917-6100,黃馥莉,(02)2917-6914,231,新北市新店區北新路2段252號6樓之2,
571,財團法人維雲文教基金會,110,臺北市信義區信義路4段181號2樓之3,鄧維楨,以推廣生活、科學、語文、電腦資訊、藝術文化等各項教育、厚植國家精神財富，提升國民生活品質為宗旨。,1998-03-19,臺(87)社(四)87026034號,10000000,10000000,(02)2786-165663,杜雅如,(02)2785-2471,115,臺北市南港區南港路3段50巷24號,
574,財團法人崇鵬文教基金會,330,桃園縣桃園市長壽街100號,黃政哲,以宏揚藝術、文化、生活教育為宗旨。,1998-03-19,臺(87)社(四)87026032號,10000000,10000000,(02)2761-3571#20,吳緯群,(02)2766-1936,105,臺北市松山區南京東路5段46號7樓,
575,財團法人中正文教基金會,100,臺北市中正區濟南路1段15號12樓,陳鵬仁,以推廣中華民國建國歷史研究，與促進國內外學術合作及交流為宗旨。,1998-03-19,臺(87)社(四)87024997號,50000000,150000000,(02)2343-3230,楊麗美,(02)2343-3231,100,臺北市中正區濟南路1段15號12樓,
576,財團法人伯仲文教基金會,108,臺北市萬華區開封街2段40號13樓,吳伯痽,推動文教公益事業，增進社會祥和。,1998-06-08,臺(87)社(四)87061954號,114200000,13000000,(02)2388-2800,吳志揚,(02)2388-2600,108,臺北市萬華區開封街2段40號13樓,
577,財團法人經國文教基金會,207,新北市萬里區瑪鋉路15號,李在方,以發揚經國先生精神為宗旨。,1997-12-30,臺(86)社(四)86152617號,10000000,10000000,(02)2492-8486,李玉秀,(02)2492-4943,207,新北市萬里區瑪鋉路15號,
578,財團法人台積電文教基金會,300,新竹科學工業園區新竹市力行六路8號,曾繁城,以贊助各項獎學金、講座、文藝活動、提昇人文精神為宗旨。,1998-04-20,臺(87)社(四)87039453號,10000000,459776413,(03)563-6688#7125030,鍾美琴,(030567-0121,300,新竹科學園區力行六路8號,
580,財團法人樂銘文教基金會,807,高雄市三民區民族一路900號,王彩俶,本基督敬天愛人之精神，尊重生命，發揮愛心，改善社會風氣，提高生活品質，以服務社會國家為宗旨。,1998-06-12,臺(87)社(四)062188號,10000000,19956200,(02)2910-7088,蔣宜琳,(02)2910-7087,231,新北市新店區中興路3段219之1號3樓之1,
581,財團法人華梵文教基金會,103,臺北市大同區承德路3段230號9樓,王淑雲,以支援華梵大學興辦教育、宏揚宗教濟世精神善導社會人心為宗旨。,1998-07-06,臺(87)社(四)87064117號,10000000,21883872,(02)2597-4220,汪百生,(02)2587-2669,103,臺北市大同區承德路三段232號10樓,
582,財團法人榮欣文教基金會,105,臺北市松山區復興南路1段1號7樓700室,羅致達,宏揚中華文化，推動文化建設，獎勵敦品勵學，提升文化領域及倡導生活智能等。,1998-06-12,臺(87)社(四)87062857號,34000000,46397206,(02)2778-6822,丁幼恆,(02)8773-5810,105,臺北市松山區復興南路1段1號7樓700室,
583,財團法人陳天信文教基金會,404,臺中市北區進化北路238號10樓之3,陳紅櫻,以促進教育事業之發展獎勵優秀青少年完成其學業及獎勵有關林產品之研究設計發明等為宗旨。,1998-06-16,臺(87)社(四)86064033號,30100000,30100000,(04)2524-3141,林秀薇,(04)2526-3198,420,臺中市豐原區豐年路15號,
584,財團法人鍾興慧文教基金會,114,臺北市內湖區民權東路6段160號9樓之4,鐘興豪,以紀念伯葛股份有限公司創辦人鍾興慧女士推動其生前參與之公益活動，以教育性、文化性提昇婦女地位，並發展社教培育人才，且倡導健康和諧之生活為宗旨。,1998-07-08,臺(87)社(四)87075347號,10000000,10000000,(02)2692-5319,蘇文祺,(02)8792-5086,114,臺北市內湖區民權東路6段160號9樓之4,
585,財團法人普立爾文教基金會,114,臺北市內湖區內湖路1段66號7樓,劉秀麗,以獎助國內優秀科技人才、提升台灣文藝及關懷視障同胞身、心之健全成長為宗旨。,1998-07-09,臺(87)社(四)87075345號,10000000,10000000,(02)2657-1989,鄭淑芬,(02)2659-7922,114,臺北市內湖區內湖路1段66號7樓,
586,財團法人台灣亞太發展基金會,100,臺北市中正區羅斯福路1段102號7樓,康寧祥,係以向國際社會推廣及分享台灣經驗，發展教育文化及公民社會交流，促進亞太區域和平、發展與繁榮為宗旨之非營利非政治性之公益財團法人。,1997-07-28,臺(86)社(四)86087971號,10000000,10000000,(02)2321-1174,潘文娟,(02)2356-8033,100,臺北市中正區羅斯福路1段102號7樓,原「台灣亞洲基金會」
